Nr. ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Strasse  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  E-Mail ;
899 ; Sascha ; Brucker ; 8.4.1998 ; Nieland 149 ; 24232 ; Dobersdorf ; 04303 / 61108950 ; 0165 / 2230768 ; s.brucker@mail.xyz ;
900 ; Juli ; Webster ; 7.5.1989 ; Albachtener Str. 106 ; 26465 ; Langeoog ; 04972 / 64256362 ; 0167 / 3281358 ; juli.webster@mail.xyz ;
901 ; Felix ; Gross ; 14.3.1947 ; Erikahof 114 ; 67304 ; Eisenberg ; 06351 / 75439405 ; 0163 / 6100244 ; f.gross@mail.xyz ;
902 ; Hannah ; Kamp ; 23.10.1937 ; P�tterhoek 127 ; 53557 ; Bad H�nningen ; 02635 / 69654687 ; 0179 / 1512031 ; hannah.kamp@mail.xyz ;
903 ; Anton ; Juergens ; 26.8.1938 ; Am Dornbusch 173 ; 25821 ; Almdorf ; 04671 / 19930812 ; 0157 / 1700349 ; anton.juergens@mail.xyz ;
904 ; Leo ; Andrews ; 16.6.1930 ; Holunderweg 94 ; 56457 ; Halbs ; 02663 / 63089889 ; 0164 / 2143672 ; l.andrews@mail.xyz ;
905 ; Inge ; H�hne ; 4.3.1937 ; Rinkerodeweg 62 ; 07381 ; Wernburg ; 03647 / 53065759 ; 0155 / 9883345 ; inge.hoehne@mail.xyz ;
906 ; Erich ; Lammers ; 12.1.1929 ; Florentine-Eichler-Str. 9 ; 93053 ; Regensburg ; 0941 / 52293133 ; 0162 / 2345625 ; erich.lammers@mail.xyz ;
907 ; Marta ; Kahn ; 19.7.1925 ; Bielefelder Str. 72 ; 69439 ; Zwingenberg ; 06263 / 98515998 ; 0176 / 9836445 ; m.kahn@mail.xyz ;
908 ; Dominic ; Baumgart ; 12.3.1975 ; Ostmarkstr. 55 ; 25355 ; Gro� Offenseth-Aspern ; 04123 / 93365817 ; 0171 / 4779418 ; dominic.baumgart@mail.xyz ;
909 ; Stina ; Franz ; 19.9.1947 ; Hindenburgplatz 66 ; 21271 ; Hanstedt ; 04184 / 65560137 ; 0172 / 3230988 ; stina.franz@mail.xyz ;
910 ; Noel ; Cannon ; 11.4.1979 ; H�lsebrockstr. 37 ; 55758 ; Langweiler ; 06785 / 7672076 ; 0176 / 2110988 ; n.cannon@mail.xyz ;
911 ; Matthias ; Brandl ; 10.11.1942 ; Erikahof 86 ; 56864 ; Bad Bertrich ; 02674 / 69837386 ; 0163 / 6321514 ; m.brandl@mail.xyz ;
912 ; Joerg ; Rank ; 20.2.1972 ; An Lyskirchen 14 ; 65193 ; Wiesbaden ; 0611 / 3726674 ; 0159 / 6212378 ; j.rank@mail.xyz ;
913 ; Patrik ; Rauch ; 22.6.1924 ; Gartenstr. 86 ; 19059 ; Schwerin ; 0385 / 59332877 ; 0179 / 9598267 ; p.rauch@mail.xyz ;
914 ; Svea ; Uhrig ; 23.1.1971 ; Drachterstr. 4 ; 24232 ; Sch�nkirchen ; 04348 / 97759256 ; 0150 / 8656134 ; svea.uhrig@mail.xyz ;
915 ; Melanie ; Hesse ; 24.10.1973 ; Christinastr. 168 ; 31633 ; Leese ; 05025 / 52338355 ; 0172 / 4117263 ; m.hesse@mail.xyz ;
916 ; Svenja ; Markert ; 6.9.1922 ; An den Weiden 77 ; 17217 ; Krukow ; 03962 / 37018862 ; 0151 / 6458360 ; svenja.markert@mail.xyz ;
917 ; Frieda ; Peterson ; 10.10.1974 ; D�sseldorfer Str. 73 ; 97845 ; Neustadt am Main ; 09393 / 32992405 ; 0172 / 3413386 ; frieda.peterson@mail.xyz ;
918 ; Pia ; Hill ; 4.11.1936 ; Papenbusch 129 ; 68809 ; Neulu�heim ; 06205 / 57445888 ; 0155 / 1595966 ; pia.hill@mail.xyz ;
919 ; Oskar ; Dopler ; 15.11.1985 ; Hahnenstr. 128 ; 64409 ; Messel ; 06159 / 76381004 ; 0151 / 6708289 ; oskar.dopler@mail.xyz ;
920 ; Jannes ; Schwalm ; 8.2.1988 ; Wormser Str. 164 ; 37194 ; Bodenfelde ; 05572 / 98225697 ; 0167 / 9041941 ; jannes.schwalm@mail.xyz ;
921 ; Tanja ; Ahrend ; 7.2.1949 ; Gropiusstr. 80 ; 25355 ; Bullenkuhlen ; 04123 / 2405749 ; 0151 / 8870457 ; tanja.ahrend@mail.xyz ;
922 ; Falk ; Warnecke ; 9.5.1980 ; Deutz-Kalker Str. 45 ; 91560 ; Heilsbronn ; 09872 / 31406560 ; 0157 / 7654732 ; falk.warnecke@mail.xyz ;
923 ; Klaudia ; Kara ; 22.5.1988 ; Meckmannweg 13 ; 25836 ; Welt ; 04862 / 59513573 ; 0153 / 5014708 ; klaudia.kara@mail.xyz ;
924 ; Carina ; Barthel ; 20.8.1921 ; Agrippastr. 56 ; 37297 ; Berkatal ; 05657 / 22591451 ; 0168 / 3673701 ; carina.barthel@mail.xyz ;
925 ; Chantalle ; Bowen ; 10.5.1953 ; Uhuweg 166 ; 91623 ; Sachsen ; 09827 / 6189394 ; 0162 / 8389646 ; chantalle.bowen@mail.xyz ;
926 ; Selin ; B�ttcher ; 17.7.1989 ; Zum Burgschemm 100 ; 96191 ; Viereth-Trunstadt ; 09503 / 14640919 ; 0162 / 9558323 ; s.boettcher@mail.xyz ;
927 ; Dennis ; Harmon ; 28.10.1963 ; Nauheimer Str. 133 ; 39264 ; Leps ; 03923 / 14023449 ; 0172 / 7804932 ; dennis.harmon@mail.xyz ;
928 ; Stefan ; Markert ; 4.11.1966 ; Vorgebirgstr. 175 ; 56729 ; Siebenbach ; 02651 / 66785134 ; 0151 / 6672812 ; stefan.markert@mail.xyz ;
929 ; Mira ; Mahr ; 15.11.1997 ; Rennbahnstr. 132 ; 06333 ; Quenstedt ; 03473 / 68551814 ; 0150 / 2658998 ; mira.mahr@mail.xyz ;
930 ; Tara ; Seelig ; 10.6.2000 ; Franz-Peter-K�rten-Weg 75 ; 38165 ; Lehre ; 05308 / 42932872 ; 0153 / 7949795 ; t.seelig@mail.xyz ;
931 ; Rudolph ; Poole ; 24.5.1929 ; Zum Guten Hirten 87 ; 83358 ; Seeon-Seebruck ; 08667 / 50781548 ; 0168 / 4339993 ; rudolph.poole@mail.xyz ;
932 ; Katja ; Wiegand ; 26.10.1949 ; Friesenring 159 ; 27367 ; Ree�um ; 04264 / 93868408 ; 0151 / 8673627 ; k.wiegand@mail.xyz ;
933 ; Alex ; Seeberger ; 19.9.1980 ; Rohrkampstr. 50 ; 93104 ; S�nching ; 09480 / 23068702 ; 0179 / 7933406 ; a.seeberger@mail.xyz ;
934 ; Renate ; Zeitz ; 26.4.1923 ; Nei�estr. 16 ; 88167 ; R�thenbach ; 08384 / 39053675 ; 0169 / 2208154 ; renate.zeitz@mail.xyz ;
935 ; Nina ; Lachmann ; 18.2.1981 ; Dodostr. 118 ; 93499 ; Zandt ; 09944 / 94700019 ; 0151 / 7459099 ; nina.lachmann@mail.xyz ;
936 ; Christel ; Winter ; 16.1.1985 ; �u�ere Kanalstr. 104 ; 06237 ; Leuna ; 03461 / 88075011 ; 0157 / 1304800 ; c.winter@mail.xyz ;
937 ; Mareike ; Eckhardt ; 2.9.1975 ; Drachterstr. 169 ; 17237 ; Userin ; 03981 / 77716804 ; 0157 / 1999737 ; m.eckhardt@mail.xyz ;
938 ; Benjamin ; Brooks ; 9.5.1982 ; Christinastr. 33 ; 25938 ; S�derende auf F�hr ; 04681 / 21677222 ; 0179 / 6724841 ; b.brooks@mail.xyz ;
939 ; Christina ; Howard ; 7.7.1975 ; Cheruskerstr. 25 ; 04158 ; Leipzig ; 0341 / 14201263 ; 0170 / 4974663 ; c.howard@mail.xyz ;
940 ; Lukas ; Burkhardt ; 3.12.1977 ; Dachsleite 37 ; 73337 ; Bad �berkingen ; 07331 / 43147255 ; 0153 / 1688017 ; l.burkhardt@mail.xyz ;
941 ; Jonna ; Dahms ; 23.6.1934 ; F�rsterstr. 29a ; 93464 ; Tiefenbach ; 09673 / 70010581 ; 0155 / 4872005 ; j.dahms@mail.xyz ;
942 ; Johanna ; Engelmann ; 17.8.1941 ; Albachtener Str. 12 ; 30974 ; Wennigsen ; 05103 / 15587322 ; 0153 / 9445514 ; j.engelmann@mail.xyz ;
943 ; R�diger ; McKinney ; 19.3.1936 ; Starweg 12 ; 78664 ; Eschbronn ; 07403 / 14426500 ; 0169 / 5403496 ; r.mckinney@mail.xyz ;
944 ; Simon ; Garcia ; 20.9.1925 ; H�lkenbusch 89 ; 91074 ; Herzogenaurach ; 09132 / 29023448 ; 0169 / 4777082 ; simon.garcia@mail.xyz ;
945 ; Jule ; Schwalbe ; 28.10.1960 ; Am Wigbold 73 ; 23919 ; Behlendorf ; 04544 / 57217223 ; 0156 / 6307720 ; j.schwalbe@mail.xyz ;
946 ; Sofia ; Ruppert ; 20.2.1924 ; Gropiusstr. 93 ; 85135 ; Titting ; 08423 / 78858833 ; 0150 / 5054919 ; sofia.ruppert@mail.xyz ;
947 ; Richard ; Seewald ; 10.10.1931 ; Mierendorffstr. 183 ; 76889 ; Pleisweiler-Oberhofen ; 06343 / 68523719 ; 0174 / 8701517 ; r.seewald@mail.xyz ;
948 ; Jaqueline ; Auer ; 19.5.1939 ; Unter Kahlenhausen 68 ; 73453 ; Abtsgm�nd ; 07366 / 28073255 ; 0158 / 6729841 ; jaqueline.auer@mail.xyz ;
949 ; Jesse ; Hepp ; 28.7.1974 ; K�sliner Str. 162 ; 88377 ; Riedhausen ; 07587 / 78702302 ; 0170 / 8595480 ; jesse.hepp@mail.xyz ;
950 ; Friedrich ; Flores ; 10.6.1926 ; Landoisstr. 67a ; 39387 ; Altbrandsleben ; 03949 / 39537421 ; 0153 / 1019043 ; f.flores@mail.xyz ;
951 ; Hannah ; Norris ; 23.7.1968 ; Dortmunder Str. 117 ; 25499 ; Tangstedt ; 04101 / 43669465 ; 0158 / 6705305 ; hannah.norris@mail.xyz ;
952 ; Johann ; Schumann ; 20.1.1977 ; Im Haubenfeld 199 ; 29582 ; Hanstedt ; 05822 / 91489411 ; 0155 / 2476478 ; j.schumann@mail.xyz ;
953 ; Martin ; Leber ; 15.8.1926 ; Josef-Suwelack-Weg 115 ; 56751 ; Polch ; 02654 / 71777705 ; 0158 / 7575079 ; martin.leber@mail.xyz ;
954 ; Waldtraut ; Meister ; 27.8.1958 ; Rektoratsweg 19 ; 70378 ; Stuttgart ; 0711 / 52257465 ; 0161 / 5665350 ; w.meister@mail.xyz ;
955 ; Anja ; Kromer ; 4.6.1955 ; Enschedeweg 141 ; 55444 ; Waldlaubersheim ; 06724 / 20814798 ; 0150 / 3056739 ; anja.kromer@mail.xyz ;
956 ; Swen ; Hennings ; 20.2.1921 ; Papenbusch 152 ; 57610 ; Almersbach ; 02681 / 29980339 ; 0176 / 2761167 ; s.hennings@mail.xyz ;
957 ; Elizabeth ; Jefferson ; 26.6.1965 ; Hoove 151 ; 68766 ; Hockenheim ; 06205 / 20589039 ; 0179 / 5233540 ; e.jefferson@mail.xyz ;
958 ; Rosa ; Kilian ; 27.2.1977 ; Soester Str. 161 ; 26639 ; Wiesmoor ; 04944 / 69930828 ; 0178 / 5951395 ; r.kilian@mail.xyz ;
959 ; Mohamed ; Hermes ; 26.1.1928 ; Morthorststr. 198 ; 71116 ; G�rtringen ; 07034 / 90733814 ; 0179 / 1357729 ; m.hermes@mail.xyz ;
960 ; Enno ; Zinn ; 23.1.1927 ; Tondernstr. 33 ; 70180 ; Stuttgart ; 0711 / 35953053 ; 0152 / 4423098 ; e.zinn@mail.xyz ;
961 ; Mariella ; Nau ; 6.5.1982 ; Dammstr. 91 ; 55437 ; Ockenheim ; 06725 / 21044596 ; 0175 / 6474809 ; mariella.nau@mail.xyz ;
962 ; R�diger ; Noll ; 13.3.1928 ; Carossastr. 40 ; 56753 ; Mertloch ; 02654 / 60708689 ; 0172 / 8688556 ; r.noll@mail.xyz ;
963 ; Jenny ; H�hn ; 25.9.1976 ; Willingrott 40 ; 23769 ; Fehmarn ; 04371 / 17008955 ; 0162 / 5732969 ; j.hoehn@mail.xyz ;
964 ; Ingrid ; Sievert ; 21.2.1964 ; W�rthstr. 129 ; 66763 ; Dillingen ; 06831 / 8793204 ; 0156 / 2897669 ; ingrid.sievert@mail.xyz ;
965 ; Emre ; Doyle ; 26.3.1975 ; Cheruskerstr. 116 ; 37293 ; Herleshausen ; 05654 / 99648724 ; 0168 / 6386475 ; emre.doyle@mail.xyz ;
966 ; Chantall ; B�scher ; 17.2.1931 ; Idenbrockplatz 136 ; 42283 ; Wuppertal ; 0202 / 87586713 ; 0169 / 8752551 ; c.buescher@mail.xyz ;
967 ; Lya ; Veit ; 3.6.1938 ; Werkstattstr. 100 ; 83301 ; Traunreut ; 08669 / 4264340 ; 0165 / 5418161 ; lya.veit@mail.xyz ;
968 ; Levin ; Reeves ; 27.8.1984 ; Unter Kahlenhausen 119 ; 55452 ; Dorsheim ; 06721 / 24345233 ; 0173 / 4439937 ; l.reeves@mail.xyz ;
969 ; Lucas ; Siegmann ; 4.2.1950 ; Ripenhorst 165 ; 86742 ; Fremdingen ; 09086 / 6890912 ; 0178 / 1557767 ; lucas.siegmann@mail.xyz ;
970 ; Thies ; Berthold ; 23.12.1998 ; Johann-Krane-Weg 102 ; 92274 ; Gebenbach ; 09622 / 89829287 ; 0172 / 9033197 ; thies.berthold@mail.xyz ;
971 ; Thomas ; Lehr ; 9.1.1963 ; F�rsterstr. 41 ; 53945 ; Blankenheim ; 02449 / 1472929 ; 0176 / 1338281 ; thomas.lehr@mail.xyz ;
972 ; Marina ; Rupp ; 22.6.1943 ; Werkstattstr. 160 ; 86692 ; M�nster ; 08276 / 66166922 ; 0172 / 8999246 ; m.rupp@mail.xyz ;
973 ; Noel ; Parker ; 25.12.1968 ; Beuelsweg 176 ; 49214 ; Bad Rothenfelde ; 05424 / 43782941 ; 0163 / 4139347 ; n.parker@mail.xyz ;
974 ; Denise ; Porter ; 17.8.1942 ; Am Brook 67 ; 17217 ; Klein Lukow ; 03962 / 2665608 ; 0178 / 2157093 ; d.porter@mail.xyz ;
975 ; Sam ; Jensen ; 20.5.1949 ; Am Burloh 117 ; 84375 ; Kirchdorf am Inn ; 08571 / 57744243 ; 0158 / 3436957 ; sam.jensen@mail.xyz ;
976 ; Jana ; K�fer ; 17.6.1957 ; Alte Apotheke 152a ; 96332 ; Pressig ; 09265 / 95791059 ; 0167 / 6770195 ; jana.kaefer@mail.xyz ;
977 ; Heinrich ; Bartels ; 3.1.1958 ; Kleiner Griechenmarkt 11 ; 34212 ; Melsungen ; 05661 / 59849384 ; 0163 / 1095305 ; heinrich.bartels@mail.xyz ;
978 ; Jacob ; Rack ; 23.6.1975 ; Mariendorfer Str. 36 ; 67591 ; Offstein ; 06243 / 84535922 ; 0176 / 4518763 ; j.rack@mail.xyz ;
979 ; Carin ; Copeland ; 8.9.1993 ; Wollinstr. 59 ; 54689 ; Olmscheid ; 06550 / 27744641 ; 0163 / 2049445 ; carin.copeland@mail.xyz ;
980 ; Kai ; Ratz ; 14.9.1960 ; Willingrott 33 ; 21279 ; Drestedt ; 04165 / 94283650 ; 0166 / 3418888 ; k.ratz@mail.xyz ;
981 ; Tore ; Howard ; 16.10.1958 ; Raesfeldstr. 159 ; 57636 ; S�rth ; 02681 / 67889940 ; 0150 / 7007880 ; tore.howard@mail.xyz ;
982 ; Joana ; Wachter ; 28.8.1929 ; Hogenbergstr. 199 ; 38444 ; Wolfsburg ; 05361 / 68871096 ; 0160 / 3530196 ; j.wachter@mail.xyz ;
983 ; Erna ; Salon ; 17.8.1997 ; Von-der-Tinnen-Str. 122 ; 24988 ; Oeversee ; 04638 / 83550678 ; 0150 / 2637605 ; e.salon@mail.xyz ;
984 ; Laurens ; Jahnke ; 11.10.1962 ; Drachterstr. 184 ; 24582 ; Bordesholm ; 04322 / 31239084 ; 0157 / 3757373 ; l.jahnke@mail.xyz ;
985 ; Judith ; Schacht ; 5.7.1939 ; Kreuzstr. 81 ; 97256 ; Geroldshausen ; 09366 / 55582558 ; 0173 / 9209727 ; j.schacht@mail.xyz ;
986 ; Justus ; J�schke ; 15.10.1926 ; Dauvem�hle 124 ; 95496 ; Glash�tten ; 09279 / 60494018 ; 0162 / 8507322 ; justus.jaeschke@mail.xyz ;
987 ; Conner ; Lemke ; 20.8.1948 ; M�nsterstr. 70 ; 67229 ; Laumersheim ; 06359 / 88989733 ; 0164 / 6484524 ; c.lemke@mail.xyz ;
988 ; Lion ; Feldhaus ; 3.10.1984 ; Dachsleite 126 ; 44265 ; Dortmund ; 0231 / 18771414 ; 0173 / 8246584 ; lion.feldhaus@mail.xyz ;
989 ; Gerd ; Hackl ; 26.1.1945 ; Dodostr. 65 ; 24616 ; Willenscharen ; 04822 / 36638359 ; 0165 / 7468337 ; g.hackl@mail.xyz ;
990 ; Gerda ; Schrader ; 24.11.1979 ; Pankokstr. 8 ; 24369 ; Waabs ; 04352 / 358541 ; 0154 / 3214574 ; g.schrader@mail.xyz ;
991 ; Karlotta ; Haffner ; 3.6.1981 ; Piusstr. 141 ; 76857 ; Wernersberg ; 06346 / 86001866 ; 0150 / 8942658 ; k.haffner@mail.xyz ;
992 ; Joel ; Wedemeyer ; 21.7.1936 ; Schubertstr. 181 ; 56368 ; Katzenelnbogen ; 06486 / 17178584 ; 0166 / 1012749 ; j.wedemeyer@mail.xyz ;
993 ; Jutta ; Linder ; 4.8.1959 ; Cheruskerstr. 2 ; 89551 ; K�nigsbronn ; 07328 / 8826365 ; 0160 / 9020934 ; jutta.linder@mail.xyz ;
994 ; Enno ; Haack ; 6.5.1985 ; Wollinstr. 32 ; 87766 ; Memmingerberg ; 08331 / 52550662 ; 0160 / 7717507 ; enno.haack@mail.xyz ;
995 ; Stephan ; Wecker ; 18.9.1999 ; Piusstr. 126 ; 54636 ; Brecht ; 06527 / 81823665 ; 0152 / 7621095 ; stephan.wecker@mail.xyz ;
996 ; Gudrun ; Hackl ; 12.3.1923 ; Vorgebirgstr. 36 ; 21776 ; Wanna ; 04757 / 61295701 ; 0176 / 9155895 ; g.hackl@mail.xyz ;
997 ; Ayleen ; Katz ; 23.5.1928 ; M�nzstr. 32 ; 91607 ; Gebsattel ; 09861 / 23115912 ; 0172 / 6781997 ; ayleen.katz@mail.xyz ;
998 ; Annabelle ; Steinmann ; 13.10.1933 ; Avendruper Str. 45 ; 57520 ; Steinebach ; 02747 / 98552574 ; 0169 / 6272429 ; annabelle.steinmann@mail.xyz ;
999 ; Maike ; Cross ; 3.7.1981 ; Eifelstr. 137 ; 58636 ; Iserlohn ; 02371 / 87408001 ; 0153 / 7067200 ; maike.cross@mail.xyz ;
1000 ; Elias ; Nau ; 22.10.1941 ; Maximilianstr. 33 ; 25704 ; Nindorf ; 04832 / 10161774 ; 0176 / 4734597 ; elias.nau@mail.xyz ;
